design_id,player_id,repeats,games_per_repeat,total_games,num_battles,trait_aggressiveness,trait_risk_tolerance,trait_tempo,trait_bluffiness,trait_stubbornness,trait_domination_drive,trait_herding,trait_ev_adherence,trait_exploration,winrate_percent,wins
192,3,3,192,576,3,38,32,72,80,12,4,88,36,4,29.861,172
193,0,3,192,576,3,60,52,64,4,24,54,20,38,2,19.965,115
193,1,3,192,576,3,50,24,32,56,48,100,96,62,4,39.583,228
193,2,3,192,576,3,48,36,88,88,92,4,20,88,1,28.125,162
193,3,3,192,576,3,40,4,84,72,12,56,94,84,0,11.979,69
194,0,3,192,576,3,20,32,38,88,66,10,80,84,7,11.458,66
194,1,3,192,576,3,22,60,92,4,54,20,4,14,9,23.090,133
194,2,3,192,576,3,52,68,8,8,16,88,56,40,6,28.646,165
194,3,3,192,576,3,80,64,2,16,58,4,38,12,9,36.632,211
195,0,3,192,576,3,24,96,98,28,88,48,44,72,8,10.764,62
195,1,3,192,576,3,32,96,64,76,2,44,74,44,0,27.083,156
195,2,3,192,576,3,96,12,72,28,68,32,34,6,3,37.674,217
195,3,3,192,576,3,64,44,50,100,28,84,18,44,7,23.958,138
196,0,3,192,576,3,92,12,24,68,48,92,54,4,3,44.792,258
196,1,3,192,576,3,96,36,10,32,98,74,26,80,5,18.576,107
196,2,3,192,576,3,4,84,24,68,40,52,88,56,9,20.833,120
196,3,3,192,576,3,4,86,68,38,80,36,74,72,4,15.278,88
197,0,3,192,576,3,82,80,36,56,28,72,36,56,9,15.451,89
197,1,3,192,576,3,12,80,20,92,72,52,40,88,6,13.715,79
197,2,3,192,576,3,86,40,80,84,56,68,86,16,5,32.986,190
197,3,3,192,576,3,98,24,92,76,12,42,0,14,9,37.500,216
198,0,3,192,576,3,50,10,60,38,88,16,64,16,4,40.104,231
198,1,3,192,576,3,64,40,56,40,30,32,60,36,1,31.076,179
198,2,3,192,576,3,14,58,22,14,28,48,38,64,8,14.410,83
198,3,3,192,576,3,34,56,24,36,68,92,56,88,2,14.062,81
199,0,3,192,576,3,4,72,2,78,60,28,12,28,0,21.701,125
199,1,3,192,576,3,82,4,76,64,78,6,16,4,8,26.389,152
199,2,3,192,576,3,32,12,60,46,78,96,72,78,0,23.438,135
199,3,3,192,576,3,22,28,28,52,48,24,88,56,3,28.125,162
200,0,3,192,576,3,64,44,76,16,0,84,90,100,5,17.014,98
200,1,3,192,576,3,40,68,48,16,24,76,84,72,3,18.924,109
200,2,3,192,576,3,68,92,40,52,2,16,4,28,7,32.986,190
200,3,3,192,576,3,58,92,60,10,96,72,30,28,5,30.903,178
201,0,3,192,576,3,72,90,12,48,74,98,32,52,10,19.444,112
201,1,3,192,576,3,92,68,28,48,84,38,44,40,6,33.507,193
201,2,3,192,576,3,78,22,82,20,86,74,48,94,6,13.715,79
201,3,3,192,576,3,28,52,36,84,88,60,10,4,3,32.986,190
202,0,3,192,576,3,8,20,88,60,16,42,70,24,4,41.493,239
202,1,3,192,576,3,32,8,100,96,16,68,56,86,1,13.368,77
202,2,3,192,576,3,22,80,16,78,8,40,76,44,2,28.472,164
202,3,3,192,576,3,90,16,56,28,32,12,54,80,6,16.319,94
203,0,3,192,576,3,40,58,28,24,40,4,4,32,1,28.125,162
203,1,3,192,576,3,12,46,72,22,64,92,24,54,10,17.535,101
203,2,3,192,576,3,28,26,50,60,62,90,8,12,10,36.806,212
203,3,3,192,576,3,54,100,96,56,52,80,76,64,10,16.840,97
204,0,3,192,576,3,80,28,52,82,96,60,94,92,6,14.757,85
204,1,3,192,576,3,60,80,6,74,36,12,76,20,5,25.174,145
204,2,3,192,576,3,72,72,46,38,32,20,68,62,3,34.896,201
204,3,3,192,576,3,16,32,16,4,4,28,34,40,1,24.826,143
205,0,3,192,576,3,96,68,88,96,80,78,12,46,2,41.667,240
205,1,3,192,576,3,44,26,14,10,8,12,90,10,4,23.438,135
205,2,3,192,576,3,42,2,96,0,74,12,60,20,9,18.924,109
205,3,3,192,576,3,82,70,40,68,88,50,92,96,6,15.972,92
206,0,3,192,576,3,36,48,12,12,36,36,86,80,7,9.028,52
206,1,3,192,576,3,80,88,60,56,92,82,8,64,9,25.868,149
206,2,3,192,576,3,58,94,4,96,44,80,16,72,4,30.729,177
206,3,3,192,576,3,48,12,72,20,42,96,48,20,5,34.028,196
207,0,3,192,576,3,16,88,72,74,8,24,40,64,9,14.236,82
207,1,3,192,576,3,72,52,82,32,40,56,66,96,2,14.931,86
207,2,3,192,576,3,88,50,66,64,100,28,98,84,7,32.465,187
207,3,3,192,576,3,8,80,80,92,72,16,20,36,1,38.021,219
208,0,3,192,576,3,52,4,48,32,52,68,62,10,3,47.917,276
208,1,3,192,576,3,2,12,42,84,60,36,34,32,7,14.236,82
208,2,3,192,576,3,12,54,36,32,20,58,24,36,1,20.833,120
208,3,3,192,576,3,74,40,12,48,20,68,64,60,8,16.146,93
209,0,3,192,576,3,56,84,80,80,50,32,76,66,5,25.868,149
209,1,3,192,576,3,68,16,24,14,74,64,100,48,9,23.611,136
209,2,3,192,576,3,98,34,16,48,24,76,52,76,1,26.215,151
209,3,3,192,576,3,70,14,72,80,36,60,4,58,6,23.958,138
210,0,3,192,576,3,14,0,6,16,92,76,24,8,10,27.431,158
210,1,3,192,576,3,8,56,52,66,26,40,0,76,5,22.049,127
210,2,3,192,576,3,2,64,86,56,96,8,24,26,7,24.653,142
210,3,3,192,576,3,12,56,42,32,84,8,60,32,3,25.174,145
211,0,3,192,576,3,34,64,54,50,64,66,52,48,6,18.576,107
211,1,3,192,576,3,40,94,80,42,80,16,68,56,6,11.111,64
211,2,3,192,576,3,48,16,48,86,50,60,92,16,5,39.583,228
211,3,3,192,576,3,44,36,8,54,0,76,84,24,2,29.861,172
212,0,3,192,576,3,98,48,28,42,20,22,48,76,1,13.194,76
212,1,3,192,576,3,86,28,46,88,20,90,32,16,1,59.028,340
212,2,3,192,576,3,52,84,56,16,68,30,32,68,8,17.188,99
212,3,3,192,576,3,86,96,76,8,56,28,28,100,10,10.069,58
213,0,3,192,576,3,76,60,18,28,4,40,68,36,7,21.354,123
213,1,3,192,576,3,20,86,36,28,50,84,40,0,2,30.382,175
213,2,3,192,576,3,36,42,0,28,36,40,42,2,4,31.944,184
213,3,3,192,576,3,16,8,52,72,40,44,98,44,4,15.799,91
214,0,3,192,576,3,40,32,92,66,62,96,34,88,2,20.660,119
214,1,3,192,576,3,56,48,88,80,52,8,60,72,7,27.083,156
214,2,3,192,576,3,64,62,96,76,56,68,80,52,9,24.826,143
214,3,3,192,576,3,52,74,32,16,92,96,42,66,7,26.562,153
215,0,3,192,576,3,10,92,48,0,84,58,92,56,3,19.097,110
215,1,3,192,576,3,98,12,68,6,4,34,16,92,3,15.278,88
215,2,3,192,576,3,84,6,32,92,12,24,4,92,2,25.868,149
215,3,3,192,576,3,92,42,16,94,24,16,14,78,8,39.236,226
216,0,3,192,576,3,70,24,72,92,24,2,8,20,8,31.424,181
216,1,3,192,576,3,26,72,8,52,96,60,84,34,8,13.715,79
216,2,3,192,576,3,16,88,64,10,84,92,74,40,6,13.021,75
216,3,3,192,576,3,28,76,98,44,68,64,70,0,1,41.146,237
217,0,3,192,576,3,68,70,42,68,100,16,74,30,6,30.382,175
217,1,3,192,576,3,78,66,16,82,12,22,48,52,1,25.868,149
217,2,3,192,576,3,28,20,12,68,4,44,78,82,6,9.896,57
217,3,3,192,576,3,60,68,20,64,60,52,88,24,8,32.986,190
218,0,3,192,576,3,0,40,68,36,42,72,24,96,1,11.458,66
218,1,3,192,576,3,50,0,56,36,88,96,52,24,6,31.944,184
218,2,3,192,576,3,72,76,92,36,78,64,44,32,1,32.639,188
218,3,3,192,576,3,20,2,88,24,8,2,44,52,1,23.438,135
219,0,3,192,576,3,44,76,20,98,12,84,100,60,3,31.250,180
219,1,3,192,576,3,4,40,84,60,44,72,20,40,4,22.743,131
219,2,3,192,576,3,78,30,30,4,28,16,64,24,8,30.729,177
219,3,3,192,576,3,36,82,60,90,76,84,24,92,4,14.931,86
220,0,3,192,576,3,86,8,96,8,72,28,0,12,8,32.639,188
220,1,3,192,576,3,68,78,38,8,56,48,80,84,9,9.028,52
220,2,3,192,576,3,22,72,72,98,52,100,12,76,4,14.931,86
220,3,3,192,576,3,96,48,28,48,32,32,68,18,7,43.403,250
221,0,3,192,576,3,88,100,56,20,54,8,82,74,4,27.604,159
221,1,3,192,576,3,36,34,30,72,88,28,92,98,8,17.361,100
221,2,3,192,576,3,92,4,20,60,42,82,16,8,10,36.979,213
221,3,3,192,576,3,0,62,4,84,64,40,8,74,2,17.882,103
222,0,3,192,576,3,30,16,32,86,12,52,18,4,9,33.333,192
222,1,3,192,576,3,88,96,96,24,12,54,8,24,3,30.729,177
222,2,3,192,576,3,8,100,76,44,64,4,62,60,3,14.410,83
222,3,3,192,576,3,68,20,84,28,16,88,52,48,9,21.528,124
223,0,3,192,576,3,24,54,80,48,32,90,56,40,5,18.229,105
223,1,3,192,576,3,60,58,74,100,68,80,64,8,7,40.799,235
223,2,3,192,576,3,40,44,40,24,16,52,28,98,5,10.417,60
223,3,3,192,576,3,76,90,64,60,100,20,80,8,5,30.035,173
224,0,3,192,576,3,56,36,4,60,76,46,42,82,1,27.604,159
224,1,3,192,576,3,20,20,2,48,32,4,36,68,2,18.576,107
224,2,3,192,576,3,60,52,56,78,90,36,94,48,2,39.236,226
224,3,3,192,576,3,44,28,44,0,44,72,36,84,3,14.410,83
225,0,3,192,576,3,58,96,26,92,4,26,52,94,10,31.424,181
225,1,3,192,576,3,54,44,62,96,84,32,92,76,4,26.910,155
225,2,3,192,576,3,16,66,68,20,50,52,0,84,0,14.931,86
225,3,3,192,576,3,4,22,18,2,60,44,80,32,8,26.389,152
226,0,3,192,576,3,24,14,52,2,56,82,48,30,5,13.368,77
226,1,3,192,576,3,20,80,16,48,16,62,8,2,9,35.069,202
226,2,3,192,576,3,84,36,36,76,32,34,72,34,7,35.764,206
226,3,3,192,576,3,64,60,100,60,10,96,36,60,1,15.451,89
227,0,3,192,576,3,28,52,10,64,84,70,76,16,1,30.035,173
227,1,3,192,576,3,28,68,44,72,68,88,64,32,0,27.257,157
227,2,3,192,576,3,64,82,100,56,76,84,44,24,5,30.729,177
227,3,3,192,576,3,80,24,52,24,80,14,8,98,5,11.458,66
228,0,3,192,576,3,90,32,86,32,30,12,24,60,6,22.222,128
228,1,3,192,576,3,100,6,84,20,32,8,36,92,5,16.319,94
228,2,3,192,576,3,36,14,4,40,4,6,84,72,8,13.889,80
228,3,3,192,576,3,40,92,32,88,24,64,52,24,7,47.049,271
229,0,3,192,576,3,84,74,74,40,44,44,92,0,2,49.653,286
229,1,3,192,576,3,8,62,98,60,12,16,48,76,7,10.764,62
229,2,3,192,576,3,56,60,52,2,88,14,92,8,4,21.181,122
229,3,3,192,576,3,56,6,8,48,68,56,24,68,2,17.535,101
230,0,3,192,576,3,48,40,48,52,90,88,8,72,7,18.750,108
230,1,3,192,576,3,68,24,26,12,90,88,52,48,2,25.694,148
230,2,3,192,576,3,44,40,44,96,16,96,34,56,9,27.604,159
230,3,3,192,576,3,24,64,76,88,16,8,68,42,10,27.431,158
231,0,3,192,576,3,2,80,88,14,68,52,68,84,8,14.757,85
231,1,3,192,576,3,84,36,4,88,40,64,20,16,8,34.722,200
231,2,3,192,576,3,0,92,84,64,64,48,52,100,2,20.486,118
231,3,3,192,576,3,32,48,74,24,96,76,90,2,6,29.514,170
232,0,3,192,576,3,68,12,14,80,22,8,32,44,3,26.389,152
232,1,3,192,576,3,40,100,70,32,60,42,80,60,3,15.625,90
232,2,3,192,576,3,100,8,14,32,44,68,24,48,6,28.472,164
232,3,3,192,576,3,100,84,42,64,48,26,46,76,3,29.167,168
233,0,3,192,576,3,68,60,100,56,52,20,98,8,1,36.111,208
233,1,3,192,576,3,90,88,54,0,48,80,44,28,6,28.299,163
233,2,3,192,576,3,60,78,60,90,72,22,32,76,6,12.326,71
233,3,3,192,576,3,12,72,64,42,32,38,12,52,6,23.090,133
234,0,3,192,576,3,12,24,24,48,8,64,4,68,7,18.229,105
234,1,3,192,576,3,36,28,20,56,52,0,56,100,1,16.319,94
234,2,3,192,576,3,40,24,44,8,48,88,96,28,1,32.986,190
234,3,3,192,576,3,56,10,46,96,84,90,68,28,3,31.944,184
235,0,3,192,576,3,44,88,64,84,36,76,72,76,8,11.285,65
235,1,3,192,576,3,16,16,48,28,4,26,12,66,10,15.278,88
235,2,3,192,576,3,8,70,80,24,96,44,12,16,8,34.201,197
235,3,3,192,576,3,88,80,4,18,4,22,100,16,2,39.062,225
236,0,3,192,576,3,76,20,40,20,80,32,28,48,3,24.826,143
236,1,3,192,576,3,56,52,76,76,96,56,88,8,5,46.701,269
236,2,3,192,576,3,92,28,24,72,22,72,60,66,4,17.014,98
236,3,3,192,576,3,32,38,88,70,52,68,44,92,9,11.111,64
237,0,3,192,576,3,100,86,0,8,96,0,58,88,9,15.104,87
237,1,3,192,576,3,48,8,92,40,72,68,96,24,3,38.715,223
237,2,3,192,576,3,24,96,70,84,84,58,64,0,9,19.792,114
237,3,3,192,576,3,72,50,60,6,40,52,82,48,4,26.215,151
238,0,3,192,576,3,32,4,76,100,40,58,40,36,4,30.556,176
238,1,3,192,576,3,76,72,32,92,28,48,4,52,8,32.986,190
238,2,3,192,576,3,76,0,28,14,10,26,12,50,3,23.958,138
238,3,3,192,576,3,8,18,32,56,90,0,26,72,7,11.111,64
239,0,3,192,576,3,12,68,36,36,16,94,84,20,0,42.361,244
239,1,3,192,576,3,72,84,12,18,80,24,72,84,2,24.132,139
239,2,3,192,576,3,70,56,88,44,58,80,80,92,5,17.014,98
239,3,3,192,576,3,48,96,20,34,20,82,4,84,8,16.319,94
240,0,3,192,576,3,56,48,60,72,72,38,16,52,6,15.799,91
240,1,3,192,576,3,6,44,64,64,22,94,28,44,7,13.542,78
240,2,3,192,576,3,30,48,8,52,36,10,48,44,2,16.319,94
240,3,3,192,576,3,84,34,90,78,76,34,62,8,0,53.819,310
241,0,3,192,576,3,52,64,20,20,28,62,44,22,7,31.771,183
241,1,3,192,576,3,64,48,94,36,8,4,88,36,10,18.403,106
241,2,3,192,576,3,66,66,40,68,32,30,70,96,1,18.750,108
241,3,3,192,576,3,84,8,24,44,82,44,20,10,4,30.903,178
242,0,3,192,576,3,18,44,94,76,82,6,56,52,2,42.014,242
242,1,3,192,576,3,10,86,28,84,92,78,12,90,5,19.097,110
242,2,3,192,576,3,34,32,60,36,60,60,4,44,6,20.660,119
242,3,3,192,576,3,46,72,56,92,36,92,64,86,5,17.882,103
243,0,3,192,576,3,36,82,40,40,60,44,20,94,3,14.583,84
243,1,3,192,576,3,44,74,0,8,38,52,68,68,6,21.007,121
243,2,3,192,576,3,16,86,20,4,8,8,88,10,3,40.625,234
243,3,3,192,576,3,10,44,92,20,52,22,94,70,9,23.438,135
244,0,3,192,576,3,94,4,66,54,6,100,80,32,8,25.174,145
244,1,3,192,576,3,84,10,72,62,62,28,32,4,1,25.174,145
244,2,3,192,576,3,84,16,78,100,84,76,40,60,9,26.562,153
244,3,3,192,576,3,72,76,24,68,4,76,50,46,2,22.917,132
245,0,3,192,576,3,80,92,80,68,20,68,12,80,4,26.562,153
245,1,3,192,576,3,24,52,58,22,82,46,46,14,2,32.292,186
245,2,3,192,576,3,4,60,28,62,22,94,36,20,4,29.688,171
245,3,3,192,576,3,26,12,48,4,92,52,76,92,7,10.938,63
246,0,3,192,576,3,38,24,6,26,64,24,88,44,9,15.972,92
246,1,3,192,576,3,52,18,18,70,20,72,54,60,7,15.972,92
246,2,3,192,576,3,96,44,76,40,98,22,92,70,8,22.743,131
246,3,3,192,576,3,92,56,68,60,40,4,32,12,4,45.139,260
247,0,3,192,576,3,8,60,60,88,92,36,36,12,5,31.250,180
247,1,3,192,576,3,94,30,40,44,64,96,24,80,4,18.924,109
247,2,3,192,576,3,52,88,10,22,44,72,20,88,0,6.076,35
247,3,3,192,576,3,52,36,80,32,72,88,12,32,0,43.576,251
248,0,3,192,576,3,74,30,34,4,48,80,64,64,0,18.056,104
248,1,3,192,576,3,28,92,86,98,36,20,78,46,8,17.188,99
248,2,3,192,576,3,50,8,92,80,72,38,54,36,7,41.840,241
248,3,3,192,576,3,18,96,0,80,24,36,56,54,8,22.222,128
249,0,3,192,576,3,64,76,56,32,76,92,4,88,5,21.007,121
249,1,3,192,576,3,80,96,90,68,70,60,40,64,0,37.326,215
249,2,3,192,576,3,8,76,34,48,38,98,100,90,5,13.368,77
249,3,3,192,576,3,94,60,80,12,8,48,84,80,1,27.951,161
250,0,3,192,576,3,4,8,30,72,32,48,96,40,9,12.326,71
250,1,3,192,576,3,46,32,36,14,30,36,60,12,5,28.125,162
250,2,3,192,576,3,90,20,64,54,68,16,28,40,2,29.167,168
250,3,3,192,576,3,36,22,10,50,60,100,28,6,8,29.861,172
251,0,3,192,576,3,48,72,84,12,12,12,28,4,6,27.604,159
251,1,3,192,576,3,0,20,8,90,76,12,18,28,4,20.312,117
251,2,3,192,576,3,58,74,4,86,14,64,58,4,10,36.458,210
251,3,3,192,576,3,20,88,38,34,28,18,4,38,6,15.278,88
252,0,3,192,576,3,84,40,8,96,56,56,72,68,1,41.840,241
252,1,3,192,576,3,72,58,68,44,24,84,84,96,9,15.278,88
252,2,3,192,576,3,42,28,96,18,92,46,16,54,3,13.715,79
252,3,3,192,576,3,62,32,68,76,76,68,60,64,5,28.993,167
253,0,3,192,576,3,92,56,44,84,68,88,40,16,7,38.542,222
253,1,3,192,576,3,32,2,52,80,44,92,96,86,8,12.153,70
253,2,3,192,576,3,74,96,50,32,0,36,8,12,9,29.514,170
253,3,3,192,576,3,40,68,96,40,18,60,16,20,10,19.271,111
254,0,3,192,576,3,28,36,70,22,14,32,60,60,2,20.660,119
254,1,3,192,576,3,92,64,24,24,56,14,4,38,3,24.306,140
254,2,3,192,576,3,26,4,54,72,80,56,68,64,4,32.465,187
254,3,3,192,576,3,76,0,12,98,64,10,72,96,1,21.701,125
255,0,3,192,576,3,22,98,16,62,44,18,14,98,4,16.840,97
255,1,3,192,576,3,60,76,44,52,0,40,72,20,7,41.840,241
255,2,3,192,576,3,20,52,18,92,26,0,48,80,7,15.104,87
255,3,3,192,576,3,68,84,36,14,48,80,96,62,3,25.521,147
256,0,3,192,576,3,60,18,92,44,98,74,84,24,9,35.590,205
256,1,3,192,576,3,14,40,80,4,100,66,28,56,1,9.549,55
256,2,3,192,576,3,80,48,84,12,56,84,78,30,1,36.632,211
256,3,3,192,576,3,4,48,52,74,96,30,40,36,6,17.882,103
257,0,3,192,576,3,60,96,52,80,68,48,8,10,9,31.076,179
257,1,3,192,576,3,12,12,16,2,36,72,60,24,3,22.569,130
257,2,3,192,576,3,44,28,4,72,40,28,44,32,3,35.590,205
257,3,3,192,576,3,16,36,8,30,84,80,80,96,8,10.590,61
258,0,3,192,576,3,22,18,26,14,24,92,92,64,4,10.069,58
258,1,3,192,576,3,64,72,56,56,64,48,40,52,8,30.035,173
258,2,3,192,576,3,56,76,100,26,68,62,80,80,10,10.590,61
258,3,3,192,576,3,52,94,78,84,34,28,36,24,0,48.785,281
259,0,3,192,576,3,28,56,84,52,44,56,32,80,0,20.139,116
259,1,3,192,576,3,84,84,84,30,18,24,84,82,1,19.444,112
259,2,3,192,576,3,88,20,36,6,16,8,12,64,2,16.146,93
259,3,3,192,576,3,92,16,74,4,56,60,8,32,4,43.576,251
260,0,3,192,576,3,92,36,10,40,88,12,66,46,6,30.729,177
260,1,3,192,576,3,42,48,38,78,82,96,16,42,7,23.785,137
260,2,3,192,576,3,12,76,68,90,92,76,64,14,6,32.465,187
260,3,3,192,576,3,28,54,44,58,0,12,52,60,7,12.500,72
261,0,3,192,576,3,84,72,48,32,86,32,48,92,1,7.812,45
261,1,3,192,576,3,52,92,30,38,62,78,4,26,5,22.569,130
261,2,3,192,576,3,80,46,14,52,4,92,62,52,1,29.340,169
261,3,3,192,576,3,68,40,18,20,92,16,24,2,2,39.583,228
262,0,3,192,576,3,48,38,74,64,32,88,52,32,6,35.764,206
262,1,3,192,576,3,24,28,96,92,38,2,96,98,0,19.792,114
262,2,3,192,576,3,20,52,84,44,80,24,16,4,7,26.562,153
262,3,3,192,576,3,12,76,100,66,40,68,68,76,9,17.535,101
263,0,3,192,576,3,4,76,14,2,2,74,24,24,8,31.597,182
263,1,3,192,576,3,28,16,74,16,92,28,26,68,9,21.875,126
263,2,3,192,576,3,28,4,44,12,28,68,96,40,4,24.826,143
263,3,3,192,576,3,44,8,52,44,70,50,88,68,6,21.354,123
264,0,3,192,576,3,64,8,88,92,56,18,78,52,3,18.403,106
264,1,3,192,576,3,96,56,2,64,8,52,74,8,4,39.062,225
264,2,3,192,576,3,72,96,52,84,54,40,28,90,8,15.972,92
264,3,3,192,576,3,88,74,34,92,24,98,44,42,3,26.042,150
265,0,3,192,576,3,74,60,24,72,18,6,44,100,2,20.139,116
265,1,3,192,576,3,46,56,24,96,100,16,10,78,7,20.312,117
265,2,3,192,576,3,88,16,24,40,32,100,24,36,9,33.333,192
265,3,3,192,576,3,0,80,62,12,8,84,16,16,6,25.868,149
266,0,3,192,576,3,8,28,100,36,72,62,56,28,7,33.507,193
266,1,3,192,576,3,80,20,52,48,0,90,90,48,2,44.444,256
266,2,3,192,576,3,12,88,80,56,62,16,52,86,3,14.236,82
266,3,3,192,576,3,68,50,30,76,60,36,72,92,3,7.118,41
267,0,3,192,576,3,38,92,40,100,94,100,16,16,8,28.299,163
267,1,3,192,576,3,72,32,80,74,56,66,34,16,9,35.938,207
267,2,3,192,576,3,32,32,44,76,8,64,32,68,6,12.500,72
267,3,3,192,576,3,76,66,22,40,30,56,98,52,2,22.917,132
268,0,3,192,576,3,80,24,64,8,40,42,82,58,3,19.271,111
268,1,3,192,576,3,0,94,46,20,44,40,66,58,4,7.812,45
268,2,3,192,576,3,68,64,60,20,86,44,92,20,1,37.674,217
268,3,3,192,576,3,44,4,90,96,76,4,42,28,9,35.243,203
269,0,3,192,576,3,94,80,76,20,36,24,0,6,10,29.514,170
269,1,3,192,576,3,92,38,36,56,24,32,56,72,5,31.597,182
269,2,3,192,576,3,48,8,8,34,20,36,84,60,7,25.174,145
269,3,3,192,576,3,60,92,66,36,16,24,84,84,5,13.194,76
270,0,3,192,576,3,36,4,0,84,80,68,100,72,5,16.840,97
270,1,3,192,576,3,32,76,88,10,76,60,44,0,10,23.090,133
270,2,3,192,576,3,52,88,88,64,100,54,40,12,0,25.694,148
270,3,3,192,576,3,20,28,46,76,66,72,28,8,7,34.201,197
271,0,3,192,576,3,18,64,60,50,52,80,26,84,1,10.938,63
271,1,3,192,576,3,16,64,68,84,30,84,76,32,1,22.049,127
271,2,3,192,576,3,96,44,28,96,44,4,76,46,8,43.403,250
271,3,3,192,576,3,36,62,6,12,44,42,4,50,8,23.438,135
272,0,3,192,576,3,52,44,36,56,8,36,74,38,6,22.396,129
272,1,3,192,576,3,62,0,8,32,70,8,24,92,6,17.882,103
272,2,3,192,576,3,4,60,70,2,76,82,2,96,5,18.750,108
272,3,3,192,576,3,96,20,86,52,100,92,60,72,1,40.625,234
273,0,3,192,576,3,56,68,94,4,92,64,88,82,7,9.896,57
273,1,3,192,576,3,20,4,28,68,60,94,60,88,8,18.750,108
273,2,3,192,576,3,92,28,76,18,68,52,76,42,4,36.458,210
273,3,3,192,576,3,96,44,48,22,56,84,20,70,3,34.375,198
274,0,3,192,576,3,12,48,20,88,48,20,10,40,2,30.208,174
274,1,3,192,576,3,52,68,100,12,40,12,40,40,3,30.903,178
274,2,3,192,576,3,8,70,20,84,50,32,48,94,8,10.417,60
274,3,3,192,576,3,32,88,66,64,12,32,64,46,6,27.604,159
275,0,3,192,576,3,32,86,66,26,20,32,64,2,4,25.174,145
275,1,3,192,576,3,100,80,72,88,88,38,84,20,7,39.236,226
275,2,3,192,576,3,38,24,60,56,96,88,68,52,1,16.319,94
275,3,3,192,576,3,24,4,82,50,80,52,92,12,10,19.097,110
276,0,3,192,576,3,100,4,40,68,64,76,36,74,9,27.604,159
276,1,3,192,576,3,28,42,6,40,10,68,16,54,2,20.833,120
276,2,3,192,576,3,62,80,40,48,24,4,8,0,6,39.062,225
276,3,3,192,576,3,60,64,0,88,28,2,48,86,1,12.153,70
277,0,3,192,576,3,76,88,6,54,60,58,54,14,5,40.104,231
277,1,3,192,576,3,68,98,14,80,32,56,0,64,1,29.861,172
277,2,3,192,576,3,28,48,94,12,82,14,18,68,2,11.111,64
277,3,3,192,576,3,38,28,26,26,68,20,78,32,6,18.403,106
278,0,3,192,576,3,44,20,80,40,4,0,46,60,9,13.194,76
278,1,3,192,576,3,8,36,60,28,68,36,100,10,6,24.132,139
278,2,3,192,576,3,72,56,12,92,12,96,58,16,5,43.750,252
278,3,3,192,576,3,80,92,56,88,14,70,34,52,5,18.576,107
279,0,3,192,576,3,12,60,34,76,28,38,80,96,6,12.847,74
279,1,3,192,576,3,38,24,82,52,16,12,32,30,5,21.354,123
279,2,3,192,576,3,76,0,74,72,56,48,28,28,3,49.653,286
279,3,3,192,576,3,64,24,92,2,96,40,10,90,1,15.104,87
280,0,3,192,576,3,68,24,60,18,84,94,20,32,1,34.549,199
280,1,3,192,576,3,84,60,40,4,84,80,68,96,10,16.319,94
280,2,3,192,576,3,24,96,28,32,36,68,96,78,10,18.576,107
280,3,3,192,576,3,6,56,22,60,48,88,52,12,8,29.861,172
281,0,3,192,576,3,68,80,30,44,44,82,60,22,4,30.035,173
281,1,3,192,576,3,36,52,32,36,20,44,8,16,2,25.000,144
281,2,3,192,576,3,36,16,96,100,52,20,56,48,8,19.271,111
281,3,3,192,576,3,82,100,94,34,32,76,86,38,0,25.000,144
282,0,3,192,576,3,2,12,56,62,96,26,38,56,9,25.000,144
282,1,3,192,576,3,90,14,92,84,78,76,92,60,7,36.806,212
282,2,3,192,576,3,64,80,2,4,28,90,22,100,5,18.056,104
282,3,3,192,576,3,48,32,14,80,86,28,30,64,9,20.139,116
283,0,3,192,576,3,48,76,8,22,70,12,88,88,5,15.104,87
283,1,3,192,576,3,56,28,64,8,28,100,36,80,3,25.694,148
283,2,3,192,576,3,82,36,64,36,78,40,88,56,7,37.153,214
283,3,3,192,576,3,8,52,36,8,4,60,0,78,7,21.354,123
284,0,3,192,576,3,84,40,84,84,16,68,14,36,0,26.736,154
284,1,3,192,576,3,16,90,10,60,72,20,64,44,8,16.667,96
284,2,3,192,576,3,18,68,34,68,4,76,36,8,1,25.000,144
284,3,3,192,576,3,74,16,54,56,52,8,58,6,4,31.076,179
285,0,3,192,576,3,90,52,70,96,10,88,96,78,7,26.736,154
285,1,3,192,576,3,76,48,20,24,96,4,52,36,9,32.812,189
285,2,3,192,576,3,96,10,86,80,92,56,40,72,6,29.514,170
285,3,3,192,576,3,28,80,80,18,44,16,20,60,9,10.938,63
286,0,3,192,576,3,28,32,44,12,56,44,6,48,2,17.882,103
286,1,3,192,576,3,48,82,56,72,4,76,48,88,4,11.979,69
286,2,3,192,576,3,4,92,20,24,16,28,84,22,2,24.306,140
286,3,3,192,576,3,90,40,12,68,88,64,76,36,2,44.965,259
287,0,3,192,576,3,24,96,92,72,78,8,68,8,3,31.597,182
287,1,3,192,576,3,4,70,76,46,52,50,80,70,5,14.583,84
287,2,3,192,576,3,46,38,54,40,64,80,6,32,9,23.611,136
287,3,3,192,576,3,54,68,38,40,20,44,94,20,4,29.861,172
288,0,3,192,576,3,58,16,16,32,32,52,30,66,8,11.806,68
288,1,3,192,576,3,72,8,48,100,48,30,20,6,0,65.799,379
288,2,3,192,576,3,54,60,48,62,40,12,72,84,3,10.938,63
288,3,3,192,576,3,16,12,70,96,72,96,38,96,5,11.111,64
